paper_id,researcher_name,university_name,country,university_rank,university_name,country,score
0,Catholijn Jonker,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
0,Maria Gini,University of Minnesota,USA,46,University of Minnesota,United States,64.9
1,Batya Friedman,University of Washington,USA,25,University of Washington,United States,73.4
2,Barbara J. Grosz,Harvard University,USA,2,Harvard University,United States,93.9
3,Jeffrey S. Rosenschein,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
4,Nannan Cao,National University of Singapore,Singapore,26,National University of Singapore (NUS),Singapore,72.4
4,Kian Hsiang Low,National University of Singapore,Singapore,26,National University of Singapore (NUS),Singapore,72.4
4,John M. Dolan,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
5,Eliahu Khalastchi,Ben-Gurion University of the Negev,Israel
5,Meir Kalech,Ben-Gurion University of the Negev,Israel
5,Lior Rokach,Ben-Gurion University of the Negev,Israel
6,Danesh Tarapore,"Institute for Systems and Robotics (ISR), Instituto Superior Técnico & Instituto Gulbenkian de Ciência",Portugal
6,Anders Lynhe Christensen,"Instituto de Telecomunicacões, Instituto Universitário de Lisboa",Portugal
6,Pedro U. Lima,"Institute for Systems and Robotics (ISR), Instituto Superior Técnico",Portugal
6,Jorge Carneiro,Instituto Gulbenkian de Ciência,Portugal
7,Evan Krause,Tufts University,USA,80,Tufts University,United States,56.1
7,Rehj Cantrell,Indiana University,USA,132,Indiana University,United States,50.1
7,Ekaterina Potapova,Vienna University of Technology,Austria,226-250,Vienna University of Technology,Austria,Data withheld by THE
7,Michael Zillich,Vienna University of Technology,Austria,226-250,Vienna University of Technology,Austria,Data withheld by THE
7,Matthias Scheutz,Tufts University,USA,80,Tufts University,United States,56.1
8,Michael Rubenstein,Harvard University,USA,2,Harvard University,United States,93.9
8,Adrian Cabrera,Harvard University & EPFL,USA
8,Justin Werfel,Harvard University,USA,2,Harvard University,United States,93.9
8,Golnaz Habibi,Rice University,USA,65,Rice University,United States,59.8
8,James McLurkin,Rice University,USA,65,Rice University,United States,59.8
8,Radhika Nagpal,Harvard University,USA,2,Harvard University,United States,93.9
9,Sayan D. Sen,Vanderbilt University,USA,88,Vanderbilt University,United States,55.0
9,Julie A. Adams,Vanderbilt University,USA,88,Vanderbilt University,United States,55.0
10,Aris Valtazanos,University of Edinburgh,UK,39,University of Edinburgh,United Kingdom,67.5
10,Subramanian Ramamoorthy,University of Edinburgh,UK,39,University of Edinburgh,United Kingdom,67.5
11,Tekin Meriçli,Boğaziçi University,Turkey,199,Boğaziçi University,Turkey,44.3
11,Manuela Veloso,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
11,H. Levent Akin,Boğaziçi University,Turkey,199,Boğaziçi University,Turkey,44.3
12,Andreas Kolling,Linköping University,Sweden,301-350,Linköping University,Sweden,Data withheld by THE
12,Alexander Kleiner,Linköping University,Sweden,301-350,Linköping University,Sweden,Data withheld by THE
13,Boris de Wilde,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
13,Adriaan W. ter Mors,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
13,Cees Witteveen,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
14,Pouyan Ziafati,University of Luxembourg & Utrecht University,Luxembourg
14,Mehdi Dastani,Utrecht University,The Netherlands,74,Utrecht University,Netherlands,57.7
14,John-Jules Meyer,Utrecht University,The Netherlands,74,Utrecht University,Netherlands,57.7
14,Leendert van der Torre,University of Luxembourg,Luxembourg
15,Ryan C. Julian,"University of California, Berkeley",USA,8,"University of California, Berkeley",United States,89.8
15,Cameron J. Rose,"University of California, Berkeley",USA,8,"University of California, Berkeley",United States,89.8
15,Humphrey Hu,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
15,Ronald S. Fearing,"University of California, Berkeley",USA,8,"University of California, Berkeley",United States,89.8
16,Somchaya Liemhetcharat,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
16,Manuela Veloso,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
17,Marcelo Li Koga,Universidade de São Paulo,Brazil,226-250,University of São Paulo,Brazil,Data withheld by THE
17,Valdinei Freire da Silva,Universidade de São Paulo,Brazil,226-250,University of São Paulo,Brazil,Data withheld by THE
17,Fabio Gagliardi Cozman,Universidade de São Paulo,Brazil,226-250,University of São Paulo,Brazil,Data withheld by THE
17,Anna Helena Reali Costa,Universidade de São Paulo,Brazil,226-250,University of São Paulo,Brazil,Data withheld by THE
18,Kevin Gold,MIT Lincoln Laboratory,USA
18,Zachary J. Weber,MIT Lincoln Laboratory,USA
18,Ben Priest,MIT Lincoln Laboratory,USA
18,Josh Ziegler,Air Force Institute of Technology,USA,197,Florida Institute of Technology,United States,44.6
18,Karen Sittig,Massachusetts Institute of Technology,USA,5,Massachusetts Institute of Technology (MIT),United States,93.0
18,William W. Streilein,MIT Lincoln Laboratory,USA
18,Mark Mazumder,MIT Lincoln Laboratory,USA
19,Syed Muhammad Ali Abbas,Manchester Metropolitan Univeristy Business School,UK
20,Natalie Fridman,Academic College of Management,Israel
20,Gal A. Kaminka,Bar Ilan University,Israel
20,Avishay Zilka,Bar Ilan University,Israel
21,Feirouz Ksontini,"IFSTTAR, IM, LEPSIS - LAMIH CNRS 8201",France
21,Zahia Guessoum,"University of Paris-VI, LIP6, MAS Team",France
21,René Mandiau,University of Valenciennes LAMIH CNRS 8201,France
21,Stéphane Espié,"IFSTTAR, IM",France
22,Laurent Navarro,Thales / Université Pierre et Marie Curie,France,96,Université Pierre et Marie Curie,France,53.5
22,Vincent Corruble,Université Pierre et Marie Curie (Paris 6),France,96,Université Pierre et Marie Curie,France,53.5
22,Fabien Flacher,Thales,France
22,Jean-Daniel Zucker,"UMMISCO, IRD",France
23,Duc Thien Nguyen,Singapore Management University,Singapore
23,William Yeoh,New Mexico State University,USA,59,Ohio State University,United States,62.0
23,Hoong Chuin Lau,Singapore Management University,Singapore
24,Ulle Endriss,University of Amsterdam,The Netherlands,83,University of Amsterdam,Netherlands,55.9
25,Vadim Levit,Ben-Gurion University of the Negev,Israel
25,Tal Grinshpoun,Ben-Gurion University of the Negev,Israel
25,Amnon Meisels,Ben-Gurion University of the Negev,Israel
25,Ana L. C. Bazzan,PPGC / UFRGS,Brazil
26,Yoonheui Kim,University of Massachusetts at Amherst,USA
26,Victor Lesser,University of Massachusetts at Amherst,USA
27,Joshua Letchford,Duke University,USA,17,Duke University,United States,79.3
27,Yevgeniy Vorobeychik,Sandia National Laboratories,USA
28,Albert Xin Jiang,"University of Southern California, USA) Zhengyu Yin (University of Southern California",USA
28,Chao Zhang,University of Southern California,USA,70,University of Southern California,United States,59.0
28,Milind Tambe,University of Southern California,USA,70,University of Southern California,United States,59.0
28,Sarit Kraus,Bar-Ilan University,Israel
29,Manish Jain,University of Southern California,USA,70,University of Southern California,United States,59.0
29,Vincent Conitzer,Duke University,USA,17,Duke University,United States,79.3
29,Milind Tambe,University of Southern California,USA,70,University of Southern California,United States,59.0
30,Bo An,Chinese Academy of Sciences,China
30,Matthew Brown,University of Southern California,USA,70,University of Southern California,United States,59.0
30,Yevgeniy Vorobeychik,Sandia National Laboratories,USA
30,Milind Tambe,University of Southern California,USA,70,University of Southern California,United States,59.0
31,Christopher Kiekintveld,University of Texas at El Paso,USA
31,Towhidul Islam,University of Texas at El Paso,USA
31,Vladik Kreinovich,University of Texas at El Paso,USA
32,Reshef Meir,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
32,Jeffrey S. Rosenschein,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
33,Duane Szafron,University of Alberta,Canada,109,University of Alberta,Canada,52.0
33,Richard Gibson,University of Alberta,Canada,109,University of Alberta,Canada,52.0
33,Nathan Sturtevant,University of Denver,USA
34,Nolan Bard,University of Alberta,Canada,109,University of Alberta,Canada,52.0
34,Michael Johanson,University of Alberta,Canada,109,University of Alberta,Canada,52.0
34,Neil Burch,University of Alberta,Canada,109,University of Alberta,Canada,52.0
34,Michael Bowling,University of Alberta,Canada,109,University of Alberta,Canada,52.0
35,Anisse Ismaili,LIP6-UPMC,France
35,Evripidis Bampis,LIP6-UPMC,France
35,Nicolas Maudet,LIP6-UPMC,France
35,Patrice Perny,LIP6-UPMC,France
36,Michael Johanson,University of Alberta,Canada,109,University of Alberta,Canada,52.0
36,Neil Burch,University of Alberta,Canada,109,University of Alberta,Canada,52.0
36,Richard Valenzano,University of Alberta,Canada,109,University of Alberta,Canada,52.0
36,Michael Bowling,University of Alberta,Canada,109,University of Alberta,Canada,52.0
37,Ratul Ray,"Indian Institute of Science, India) Rohith D. Vallam (Indian Institute of Science",India
37,Narahari Y.,Indian Institute of Science,India
38,Haris Aziz,NICTA and University of New South Wales,Australia
39,Simina Brânzei,Aarhus University,Denmark,138,Aarhus University,Denmark,49.6
39,Tomasz Michalak,Oxford University and Warsaw University,UK & Poland
39,Talal Rahwan,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
39,Kate Larson,University of Waterloo,Canada,226-250,University of Waterloo,Canada,Data withheld by THE
39,Nicholas R. Jennings,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
40,Reshef Meir,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
40,Yiling Chen,Harvard University,USA,2,Harvard University,United States,93.9
40,Michal Feldman,Harvard University & The Hebrew University of Jerusalem,USA
41,Taiki Todo,Duke University,USA,17,Duke University,United States,79.3
41,Vincent Conitzer,Duke University,USA,17,Duke University,United States,79.3
42,Nan Rong,Cornell University,USA,19,Cornell University,United States,79.1
42,Joseph Y. Halpern,Cornell University,USA,19,Cornell University,United States,79.1
43,Simina Brânzei,Aarhus University,Denmark,138,Aarhus University,Denmark,49.6
43,Peter Bro Miltersen,Aarhus University,Denmark,138,Aarhus University,Denmark,49.6
44,Branislav Bošanský,Czech Technical University in Prague,Czech Rep
44,Christopher Kiekintveld,University of Texas at El Paso,USA
44,Viliam Lisý,Czech Technical University in Prague,Czech Rep
44,Jiří Čermák,Czech Technical University in Prague,Czech Rep
44,Michal Pěchouček,Czech Technical University in Prague,Czech Rep
45,Yonatan Aumann,Bar-llan University,Israel
45,Yair Dombb,Bar-llan University,Israel
45,Avinatan Hassidim,Bar-llan University,Israel
46,Svetlana Obraztsova,National Technical University of Athens,Greece
46,Yair Zick,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
46,Edith Elkind,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
47,Piotr Faliszewski,AGH University of Science and Technology,Poland
47,Edith Hemaspaandra,Rochester Institute of Technology,USA,197,Florida Institute of Technology,United States,44.6
47,Lane A. Hemaspaandra,University of Rochester,USA,95,University of Rochester,United States,53.6
48,Felix Brandt,Technische Universität München,Germany,87,Technische Universität München,Germany,55.2
48,Paul Harrenstein,University of Oxford,UK,2,University of Oxford,United Kingdom,93.9
48,Keyvan Kardel,Technische Universität München,Germany,87,Technische Universität München,Germany,55.2
48,Hans Georg Seedig,Technische Universität München,Germany,87,Technische Universität München,Germany,55.2
49,Svetlana Obraztsova,National Technical University of Athens & Steklov Institute of Mathematics,Greece
49,Edith Elkind,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
49,Piotr Faliszewski,AGH University of Science and Technology,Poland
49,Arkadii Slinko,University of Auckland,New Zealand,164,University of Auckland,New Zealand,46.6
50,David R. M. Thompson,University of British Columbia,Canada,31,University of British Columbia,Canada,70.8
50,Omer Lev,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
50,Kevin Leyton-Brown,University of British Columbia,Canada,31,University of British Columbia,Canada,70.8
50,Jeffrey Rosenschein,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
51,Piotr Skowron,University of Warsaw,Poland,301-350,University of Warsaw,Poland,Data withheld by THE
51,Piotr Faliszewski,AGH University of Science and Technology,Poland
51,Arkadii Slinko,University of Auckland,New Zealand,164,University of Auckland,New Zealand,46.6
52,Tomasz Perek,AGH University of Science and Technology,Poland
52,Piotr Faliszewski,AGH University of Science and Technology,Poland
52,Maria Silvia Pini,University of Padova,Italy,301-350,University of Padua,Italy,Data withheld by THE
52,Francesca Rossi,University of Padova,Italy,301-350,University of Padua,Italy,Data withheld by THE
53,Dmitry Shiryaev,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
53,Lan Yu,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
53,Edith Elkind,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
54,Nina Narodytska,NICTA and UNSW,Australia
54,Toby Walsh,NICTA and UNSW,Australia
55,Serge Gaspers,UNSW and NICTA,Australia
55,Thomas Kalinowski,University of Rostock,Germany
55,Nina Narodytska,NICTA and UNSW,Australia
55,Toby Walsh,NICTA and UNSW,Australia
56,Edith Elkind,"Nanyang Technological University, Singapore) Dmitrii Pasechnik (Nanyang Technological University",Singapore
56,Michael Wooldridge,University of Oxford,UK,2,University of Oxford,United Kingdom,93.9
57,Henry Franks,University of Warwick,UK,141,University of Warwick,United Kingdom,49.4
57,Nathan Griffiths,University of Warwick,UK,141,University of Warwick,United Kingdom,49.4
57,Sarabjot Singh Anand,Algorithmic Insight,India
58,Haris Aziz,NICTA and UNSW,Australia
58,Felix Brandt,Technische Universität München,Germany,87,Technische Universität München,Germany,55.2
58,Markus Brill,Technische Universität München,Germany,87,Technische Universität München,Germany,55.2
59,Jason Sleight,University of Michigan,USA,18,University of Michigan,United States,79.2
59,Edmund H. Durfee,University of Michigan,USA,18,University of Michigan,United States,79.2
60,Lirong Xia,Harvard University,USA,2,Harvard University,United States,93.9
61,Chao Yu,University of Wollongong,Australia,276-300,University of Wollongong,Australia,Data withheld by THE
61,Minjie Zhang,University of Wollongong,Australia,276-300,University of Wollongong,Australia,Data withheld by THE
61,Fenghui Ren,University of Wollongong,Australia,276-300,University of Wollongong,Australia,Data withheld by THE
61,Xudong Luo,Sun Yat-sen University,China,351-400,Sun Yat-sen University,China,Data withheld by THE
62,Javier Morales,Universitat de Barcelona & Spanish Council of Scientic Research,Spain
62,Maite Lopez-Sanchez,Universitat of Barcelona,Spain,226-250,University of Barcelona,Spain,Data withheld by THE
62,Juan A. Rodriguez-Aguilar,Spanish Council of Scientic Research,Spain
62,Michael Wooldridge,University of Oxford,UK,2,University of Oxford,United Kingdom,93.9
62,Wamberto Vasconcelos,University of Aberdeen,UK,188,University of Aberdeen,United Kingdom,45.2
63,Nils Bulling,Clausthal University of Technology,Germany
63,Mehdi Dastani,Utrecht University,The Netherlands,74,Utrecht University,Netherlands,57.7
63,Max Knobbout,Utrecht University,The Netherlands,74,Utrecht University,Netherlands,57.7
64,M. Birna van Riemsdijk,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
64,Louise A. Dennis,University of Liverpool,UK,169,University of Liverpool,United Kingdom,46.3
64,Michael Fisher,University of Liverpool,UK,169,University of Liverpool,United Kingdom,46.3
64,KoenV. Hindriks,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
65,Koen V. Hindriks,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
65,M. Birna van Riemsdijk,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
66,Edith Elkind,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
66,Dmitrii Pasechnik,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
66,Yair Zick,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
67,Yair Zick,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
67,Maria Polukarov,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
67,Nicholas R. Jennings,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
68,Katie Genter,University of Texas at Austin,USA,27,University of Texas at Austin,United States,72.2
68,Noa Agmon,Bar Ilan University,Israel
68,Peter Stone,University of Texas at Austin,USA,27,University of Texas at Austin,United States,72.2
69,Jilles S. Dibangoye,INRIA,France
69,Christopher Amato,Massachusetts Institute of Technology,USA,5,Massachusetts Institute of Technology (MIT),United States,93.0
69,Arnaud Doniec,Université Lille Nord de France,France
69,François Charpillet,INRIA,France
70,Felipe W. Trevizan,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
70,Manuela M. Veloso,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
71,Levi H. S. Lelis,University of Alberta,Canada,109,University of Alberta,Canada,52.0
71,Sandra Zilles,University of Regina,Canada
71,Robert C. Holte,University of Alberta,Canada,109,University of Alberta,Canada,52.0
72,Frans A. Oliehoek,Maastricht University,The Netherlands,98,Maastricht University,Netherlands,52.9
72,Shimon Whiteson,University of Amsterdam,The Netherlands,83,University of Amsterdam,Netherlands,55.9
72,Matthijs T .J. Spaan,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
73,Ece Kamar,Microsoft Research,USA
73,Eric Horvitz,Microsoft Research,USA
74,Nicolás Rivera,Pontificia Universidad Católica de Chile,Chile
74,Jorge A. Baier,Pontificia Universidad Católica de Chile,Chile
74,Carlos Hernandez,Universidad Católica de la Santisima Concepción,Chile
75,Christine Talbot,University of North Carolina at Charlotte,USA,47,University of North Carolina at Chapel Hill,United States,64.5
75,G. Michael Youngblood,University of North Carolina at Charlotte,USA,47,University of North Carolina at Chapel Hill,United States,64.5
76,Julie Porteous,Teesside University,UK,301-350,Keele University,United Kingdom,Data withheld by THE
76,Fred Charles,Teesside University,UK,301-350,Keele University,United Kingdom,Data withheld by THE
76,Marc Cavazza,Teesside University,UK,301-350,Keele University,United Kingdom,Data withheld by THE
77,Jonathan Teutenberg,Independent Researcher,UK
77,Julie Porteous,Teesside University,UK,301-350,Keele University,United Kingdom,Data withheld by THE
78,Dane M. Kuiper,University of Texas at Dallas,USA,188,The University of Texas at Dallas,United States,45.2
78,Rym Z. Wenkstern,University of Texas at Dallas,USA,188,The University of Texas at Dallas,United States,45.2
79,Radosław Niewiadomski,Telecom ParisTech,France
79,Jennifer Hofmann,Universität Zurich,Switzerland
79,Jérôme Urbain,Université de Mons,Belgium,301-350,Université de Liège,Belgium,Data withheld by THE
79,Tracey Platt,Universität Zurich,Switzerland
79,Johannes Wagner,Universität Augsburg,Germany,226-250,Universität Würzburg,Germany,Data withheld by THE
79,Bilal Piot,Supelec,France
79,Huseyin Cakmak,Université de Mons,Belgium,301-350,Université de Liège,Belgium,Data withheld by THE
79,Sathish Pammi,Telecom ParisTech,France
79,Tobias Baur,Universität Augsburg,Germany,226-250,Universität Würzburg,Germany,Data withheld by THE
79,Stephane Dupont,Universite de Mons,Belgium
79,Matthieu Geist,Supelec,France
79,Florian Lingenfelser,Universität Augsburg,Germany,226-250,Universität Würzburg,Germany,Data withheld by THE
79,Gary McKeown,The Queen's University of Belfast,Gt Britain
79,Olivier Pietquin,Supelec,France
79,Willibald Ruch,Universität Zürich,Switzerland
80,Yoad Lewenberg,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
80,Zinovi Rabinovich,Mobileye Vision Technologies Ltd,Israel
80,Jeffrey S. Rosenschein,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
81,Nicola Gatti,Politecnico di Milano,Italy,276-300,Polytechnic University of Milan,Italy,Data withheld by THE
81,Marco Rocco,Politecnico di Milano,Italy,276-300,Polytechnic University of Milan,Italy,Data withheld by THE
82,Paul W. Goldberg,University of Liverpool,UK,169,University of Liverpool,United Kingdom,46.3
82,Carmine Ventre,Teesside University,UK,301-350,Keele University,United Kingdom,Data withheld by THE
83,Victor Naroditskiy,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
83,Sofia Ceppi,Politecnico di Milano,Italy,276-300,Polytechnic University of Milan,Italy,Data withheld by THE
83,Valentin Robu,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
83,Nicholas R. Jennings,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
84,Prashanth Lakshmanrao Ananthapadmanabharao,"SequeL Team, INRIA Lille - Nord Europe",France
84,Horabailu Laxminarayana Prasad,Indian Institute of Science,India
84,Nirmit Desai,IBM Research,India
84,Shalabh Bhatnagar,Indian Institute of Science,India
85,Lampros C. Stavrogiannis,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
85,Enrico H. Gerding,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
85,Maria Polukarov,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
86,Omer Lev,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
86,Maria Polukarov,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
86,Yoram Bachrach,Microsoft Research,UK
86,Jeffrey S. Rosenschein,The Hebrew University of Jerusalem,Israel,191,Hebrew University of Jerusalem,Israel,45.0
87,Yuqian Li,Duke University,USA,17,Duke University,United States,79.3
87,Vincent Conitzer,Duke University,USA,17,Duke University,United States,79.3
88,Piotr Krysta,University of Liverpool,Greece
88,Orestis Telelis,Athens University of Economics and Business,Greece
88,Carmine Ventre,Teesside University,UK,301-350,Keele University,United Kingdom,Data withheld by THE
89,Atsushi Iwasaki,Kyushu University,Japan,301-350,Kyushu University,Japan,Data withheld by THE
89,Etsushi Fujita,Kyushu University,Japan,301-350,Kyushu University,Japan,Data withheld by THE
89,Taiki Todo,Kyushu University,Japan,301-350,Kyushu University,Japan,Data withheld by THE
89,Miao Yao,Kyushu University,Japan,301-350,Kyushu University,Japan,Data withheld by THE
89,Makoto Yokoo,Kyushu University,Japan,301-350,Kyushu University,Japan,Data withheld by THE
90,Siqi Chen,Maastricht University,The Netherlands,98,Maastricht University,Netherlands,52.9
90,Haitham Bou Ammar,Maastricht University,The Netherlands,98,Maastricht University,Netherlands,52.9
90,Karl Tuyls,Maastricht University,The Netherlands,98,Maastricht University,Netherlands,52.9
90,Gerhard Weiss,Maastricht University,The Netherlands,98,Maastricht University,Netherlands,52.9
91,Tim Baarslag,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
91,Koen V. Hindriks,Delft University of Technology,The Netherlands,69,Delft University of Technology,Netherlands,59.1
92,Nicola Gatti,Politecnico di Milano,Italy,276-300,Polytechnic University of Milan,Italy,Data withheld by THE
92,Marco Rocco,Politecnico di Milano,Italy,276-300,Polytechnic University of Milan,Italy,Data withheld by THE
92,Tuomas Sandholm,Carnegie Mellon University,USA,24,Carnegie Mellon University,United States,76.0
93,Muddasser Alam,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
93,Sarvapali D. Ramchurn,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
93,Alex Rogers,University of Southampton,UK,146,University of Southampton,United Kingdom,48.9
94,Sabrina Campano,Université Pierre et Marie Curie,France,96,Université Pierre et Marie Curie,France,53.5
94,Nicolas Sabouret,Université Pierre et Marie Curie,France,96,Université Pierre et Marie Curie,France,53.5
94,Etienne de Sevin,Université Pierre et Marie Curie,France,96,Université Pierre et Marie Curie,France,53.5
94,Vincent Corruble,Université Pierre et Marie Curie,France,96,Université Pierre et Marie Curie,France,53.5
95,Michelle Nicholas,Macquarie University,Australia,276-300,Macquarie University,Australia,Data withheld by THE
95,Deborah Richards,Macquarie University,Australia,276-300,Macquarie University,Australia,Data withheld by THE
95,Penny Van Bergen,Macquarie University,Australia,276-300,Macquarie University,Australia,Data withheld by THE
96,Joana Campos,INESC-ID and Instituto Superior Técnico,Portugal
96,Carlos Martinho,INESC-ID and Instituto Superior Técnico,Portugal
96,Ana Paiva,INESC-ID and Instituto Superior Técnico,Portugal
97,Cristina Battaglino,Università degli Studi di Torino,Italy
97,Rossana Damiano,Università degli Studi di Torino,Italy
97,Leonardo Lesmo,Università degli Studi di Torino,Italy
98,João Dias,"Universidade Técnica de Lisboa, Instituto Superior Técnico",Portugal
98,Ana Paiva,"Universidade Técnica de Lisboa, Instituto Superior Técnico",Portugal
99,Nicolas Schwind,National Institute of Informatics,Japan
99,Tenda Okimoto,Transdisciplinary Research Integration Center,Japan
99,Katsumi Inoue,National Institute of Informatics,Japan
99,Hei Chan,Transdisciplinary Research Integration Center,Japan
99,Tony Ribeiro,The Graduate University for Advanced Studies,Japan
99,Kazuhiro Minami,Transdisciplinary Research Integration Center,Japan
99,Hiroshi Maruyama,Institute of Statistical Mathematics,Japan
100,Jaroslaw Kochanowicz,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
100,Tan Ah-Hwee,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
100,Daniel Thalmann,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
101,Ofra Amir,Harvard University,USA,2,Harvard University,United States,93.9
101,Barbara J. Grosz,Harvard University,USA,2,Harvard University,United States,93.9
101,Edith Law,Harvard University,USA,2,Harvard University,United States,93.9
101,Roni Stern,Harvard University,USA,2,Harvard University,United States,93.9
102,Sandip Sen,University of Tulsa,USA,276-300,University of Kansas,United States,Data withheld by THE
103,Gal A. Kaminka,Bar Ilan University,Israel
104,Hui Fang,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
104,Jie Zhang,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
104,Nadia M. Thalmann,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
105,Siwei Jiang,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
105,Jie Zhang,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
105,Yew-Soon Ong,Nanyang Technological University,Singapore,76,Nanyang Technological University,Singapore,57.2
